Job_Description,JobType
"Furnished 2-bedroom apartment for rent. Garland area. $800/month, utilities included. swimming pool.",Rent – Apartment
"Studio/1BR for rent in Oak Cliff. Great location, $1,900/mo. walk-in closet, 24-hr security. Available immediately.",Rent – Apartment
"Furnished 3-bedroom apartment for rent. Deep Ellum area. $1,400/month, utilities included. updated kitchen.",Rent – Apartment
"For rent: 1 bed apartment, $1,100/month. Irving location. on-site laundry and pet friendly. Lease term: 6-month.",Rent – Apartment
"2BD/1BA unit in Addison complex. $1,250/mo. Amenities: 24-hr security, balcony. Renters insurance required.",Rent – Apartment
"1BD/2BA unit in Deep Ellum complex. $1,400/mo. Amenities: hardwood floors, stainless steel appliances. Renters insurance required.",Rent – Apartment
"Spacious StudioBR/1BA apartment in Uptown Dallas. Rent: $1,100/mo. gym access. Utilities not included. Call for a tour.",Rent – Apartment
"2 bedroom apartment for rent in Richardson. $1,250/month. stainless steel appliances and pet friendly included. Available 30 days notice.",Rent – Apartment
1-bedroom apartment available in Oak Cliff. $800/month includes all utilities. gym access. No pets policy.,Rent – Apartment
"Furnished Studio-bedroom apartment for rent. Arlington area. $1,900/month, utilities included. pet friendly.",Rent – Apartment
"Nice 1BR apartment in Uptown Dallas. $1,400. Features: swimming pool, on-site laundry. 12-month lease, deposit required.",Rent – Apartment
"2BD/2BA unit in Irving complex. $1,650/mo. Amenities: 24-hr security, swimming pool. Renters insurance required.",Rent – Apartment
"Studio/1BR for rent in Lewisville. Great location, $1,900/mo. on-site laundry, swimming pool. Available immediately.",Rent – Apartment
"3 bedroom apartment for rent in Denton. $1,650/month. balcony and dishwasher included. Available in 2 weeks.",Rent – Apartment
"2-bedroom apartment available in Denton. $1,250/month includes all utilities. balcony. No pets policy.",Rent – Apartment
"Furnished 1-bedroom apartment for rent. Oak Cliff area. $1,900/month, utilities included. central A/C.",Rent – Apartment
"3BD/2BA unit in Oak Cliff complex. $800/mo. Amenities: pet friendly, gated community. Renters insurance required.",Rent – Apartment
"Studio-bedroom apartment available in Garland. $1,400/month includes water only. covered parking. No pets policy.",Rent – Apartment
"Studio/1BR for rent in Addison. Great location, $1,400/mo. swimming pool, hardwood floors. Available immediately.",Rent – Apartment
"1-bedroom apartment available in Deep Ellum. $1,400/month includes water and trash. gated community. No pets policy.",Rent – Apartment
"Studio bedroom apartment for rent in Uptown Dallas. $1,100/month. in-unit washer/dryer and pet friendly included. Available 1st of next month.",Rent – Apartment
"Nice 2BR apartment in Deep Ellum. $1,100. Features: walk-in closet, balcony. month-to-month lease, deposit required.",Rent – Apartment
"For rent: 3 bed apartment, $1,900/month. Lewisville location. in-unit washer/dryer and central A/C. Lease term: 6-month.",Rent – Apartment
"For rent: Studio bed apartment, $950/month. Addison location. gated community and updated kitchen. Lease term: month-to-month.",Rent – Apartment
"Nice 1BR apartment in Richardson. $1,100. Features: updated kitchen, walk-in closet. 12-month lease, deposit required.",Rent – Apartment
"Studio-bedroom apartment available in Lewisville. $1,650/month includes not included. gym access. No pets policy.",Rent – Apartment
"For rent: 2 bed apartment, $800/month. Arlington location. walk-in closet and dishwasher. Lease term: 6-month.",Rent – Apartment
"Studio/1BR for rent in Garland. Great location, $800/mo. swimming pool, on-site laundry. Available immediately.",Rent – Apartment
"Studio/1BR for rent in Deep Ellum. Great location, $1,400/mo. updated kitchen, covered parking. Available immediately.",Rent – Apartment
"Studio/1BR for rent in Garland. Great location, $1,400/mo. balcony, stainless steel appliances. Available immediately.",Rent – Apartment
"Furnished 2-bedroom apartment for rent. Lewisville area. $1,650/month, utilities included. hardwood floors.",Rent – Apartment
Studio bedroom apartment for rent in Irving. $950/month. swimming pool and dishwasher included. Available 1st of next month.,Rent – Apartment
"Furnished Studio-bedroom apartment for rent. Arlington area. $1,250/month, utilities included. dishwasher.",Rent – Apartment
"For rent: 3 bed apartment, $1,250/month. Addison location. 24-hr security and on-site laundry. Lease term: 12-month.",Rent – Apartment
"Nice 1BR apartment in Deep Ellum. $1,100. Features: central A/C, updated kitchen. 12-month lease, deposit required.",Rent – Apartment
"1BD/2BA unit in Lewisville complex. $800/mo. Amenities: swimming pool, gated community. Renters insurance required.",Rent – Apartment
"Furnished Studio-bedroom apartment for rent. Uptown Dallas area. $1,900/month, utilities included. updated kitchen.",Rent – Apartment
"For rent: Studio bed apartment, $800/month. Irving location. on-site laundry and swimming pool. Lease term: month-to-month.",Rent – Apartment
"Furnished 2-bedroom apartment for rent. Uptown Dallas area. $800/month, utilities included. hardwood floors.",Rent – Apartment
"For rent: 3 bed apartment, $1,400/month. Arlington location. gym access and pet friendly. Lease term: month-to-month.",Rent – Apartment
"Nice 3BR apartment in Denton. $1,900. Features: stainless steel appliances, 24-hr security. 12-month lease, deposit required.",Rent – Apartment
"Nice 2BR apartment in Oak Cliff. $1,250. Features: gated community, dishwasher. 6-month lease, deposit required.",Rent – Apartment
"Spacious 3BR/2BA apartment in Denton. Rent: $1,650/mo. walk-in closet. Utilities water and trash. Call for a tour.",Rent – Apartment
"StudioBD/1BA unit in Addison complex. $1,650/mo. Amenities: gated community, central A/C. Renters insurance required.",Rent – Apartment
"Furnished 1-bedroom apartment for rent. Lewisville area. $800/month, utilities included. gym access.",Rent – Apartment
"Studio/1BR for rent in Arlington. Great location, $1,250/mo. stainless steel appliances, covered parking. Available immediately.",Rent – Apartment
"Furnished 2-bedroom apartment for rent. Oak Cliff area. $1,250/month, utilities included. hardwood floors.",Rent – Apartment
"For rent: 3 bed apartment, $1,650/month. Irving location. hardwood floors and balcony. Lease term: month-to-month.",Rent – Apartment
"Spacious StudioBR/1BA apartment in Uptown Dallas. Rent: $1,400/mo. walk-in closet. Utilities not included. Call for a tour.",Rent – Apartment
Spacious StudioBR/2BA apartment in Irving. Rent: $950/mo. gated community. Utilities all utilities. Call for a tour.,Rent – Apartment
"Spacious 3BR/1BA apartment in Garland. Rent: $1,900/mo. gym access. Utilities not included. Call for a tour.",Rent – Apartment
"1 bedroom apartment for rent in Richardson. $1,650/month. pet friendly and walk-in closet included. Available 30 days notice.",Rent – Apartment
Studio-bedroom apartment available in Uptown Dallas. $950/month includes water only. in-unit washer/dryer. No pets policy.,Rent – Apartment
"Nice 3BR apartment in Denton. $1,250. Features: swimming pool, central A/C. month-to-month lease, deposit required.",Rent – Apartment
"3 bedroom apartment for rent in Irving. $1,650/month. walk-in closet and central A/C included. Available in 2 weeks.",Rent – Apartment
"For rent: Studio bed apartment, $800/month. Denton location. balcony and gym access. Lease term: month-to-month.",Rent – Apartment
"For rent: Studio bed apartment, $1,250/month. Uptown Dallas location. pet friendly and gym access. Lease term: month-to-month.",Rent – Apartment
"Studio bedroom apartment for rent in Uptown Dallas. $1,650/month. central A/C and 24-hr security included. Available in 2 weeks.",Rent – Apartment
"For rent: 1 bed apartment, $1,400/month. Addison location. gym access and gated community. Lease term: month-to-month.",Rent – Apartment
"Studio/1BR for rent in Oak Cliff. Great location, $1,650/mo. gated community, in-unit washer/dryer. Available immediately.",Rent – Apartment
"Spacious StudioBR/1BA apartment in Oak Cliff. Rent: $1,100/mo. updated kitchen. Utilities water only. Call for a tour.",Rent – Apartment
Spacious 2BR/1BA apartment in Irving. Rent: $800/mo. updated kitchen. Utilities not included. Call for a tour.,Rent – Apartment
"Spacious StudioBR/1BA apartment in Irving. Rent: $1,250/mo. updated kitchen. Utilities water only. Call for a tour.",Rent – Apartment
"For rent: Studio bed apartment, $1,650/month. Lewisville location. swimming pool and covered parking. Lease term: 12-month.",Rent – Apartment
"Nice StudioBR apartment in Denton. $1,650. Features: updated kitchen, central A/C. 12-month lease, deposit required.",Rent – Apartment
1 bedroom apartment for rent in Garland. $800/month. hardwood floors and in-unit washer/dryer included. Available in 2 weeks.,Rent – Apartment
"For rent: 1 bed apartment, $1,250/month. Richardson location. gym access and on-site laundry. Lease term: 12-month.",Rent – Apartment
"Studio/1BR for rent in Denton. Great location, $1,250/mo. updated kitchen, 24-hr security. Available immediately.",Rent – Apartment
"2-bedroom apartment available in Deep Ellum. $1,400/month includes water only. gated community. No pets policy.",Rent – Apartment
"3BD/2BA unit in Garland complex. $1,400/mo. Amenities: balcony, updated kitchen. Renters insurance required.",Rent – Apartment
"Furnished 2-bedroom apartment for rent. Deep Ellum area. $1,250/month, utilities included. gym access.",Rent – Apartment
"Furnished 2-bedroom apartment for rent. Uptown Dallas area. $800/month, utilities included. covered parking.",Rent – Apartment
"For rent: Studio bed apartment, $1,100/month. Garland location. pet friendly and gym access. Lease term: 6-month.",Rent – Apartment
"Studio bedroom apartment for rent in Addison. $1,250/month. pet friendly and 24-hr security included. Available immediately.",Rent – Apartment
"Furnished 1-bedroom apartment for rent. Deep Ellum area. $1,400/month, utilities included. covered parking.",Rent – Apartment
"Furnished 3-bedroom apartment for rent. Garland area. $950/month, utilities included. gated community.",Rent – Apartment
"3BD/1BA unit in Deep Ellum complex. $1,250/mo. Amenities: in-unit washer/dryer, covered parking. Renters insurance required.",Rent – Apartment
"Furnished Studio-bedroom apartment for rent. Uptown Dallas area. $1,650/month, utilities included. gym access.",Rent – Apartment
"For rent: Studio bed apartment, $1,650/month. Garland location. dishwasher and balcony. Lease term: 12-month.",Rent – Apartment
"Spacious 3BR/2BA apartment in Richardson. Rent: $1,100/mo. dishwasher. Utilities water only. Call for a tour.",Rent – Apartment
"Nice StudioBR apartment in Richardson. $1,650. Features: updated kitchen, central A/C. 6-month lease, deposit required.",Rent – Apartment
"Nice StudioBR apartment in Uptown Dallas. $1,900. Features: central A/C, on-site laundry. 12-month lease, deposit required.",Rent – Apartment
"Nice 3BR apartment in Oak Cliff. $800. Features: dishwasher, 24-hr security. month-to-month lease, deposit required.",Rent – Apartment
Studio bedroom apartment for rent in Uptown Dallas. $800/month. stainless steel appliances and 24-hr security included. Available immediately.,Rent – Apartment
"Studio/1BR for rent in Oak Cliff. Great location, $950/mo. pet friendly, 24-hr security. Available immediately.",Rent – Apartment
"Nice 3BR apartment in Deep Ellum. $1,400. Features: dishwasher, swimming pool. month-to-month lease, deposit required.",Rent – Apartment
"3BD/1BA unit in Deep Ellum complex. $1,100/mo. Amenities: covered parking, pet friendly. Renters insurance required.",Rent – Apartment
"Nice 1BR apartment in Deep Ellum. $800. Features: hardwood floors, dishwasher. 12-month lease, deposit required.",Rent – Apartment
"3 bedroom apartment for rent in Addison. $1,250/month. gated community and gym access included. Available 1st of next month.",Rent – Apartment
"Nice 3BR apartment in Denton. $800. Features: walk-in closet, covered parking. 12-month lease, deposit required.",Rent – Apartment
